Index,Series,Name,Epithets,Description,Image,ImageHash,InputHash,StaticHash,Color
50,1,Bä-Hth’lthgha,The Gilded Idol,"A golden statue with two shining, malevolent eyes and a blue tongue. It can appear within dreams, and its touch is said to be lethal.",./final-sprites/printer-atrium-main-doughnut-disparity-stepdaughter_clip_m1_OPT.gif,QmP842eyDuhkQcQYNSCPpavkzAP2roNyAX45xBB27UXowN,QmV4YYz988zCR2bcajGi4Y1uzQcuLJCvW3P4vpZ8icWU77,QmeHX5FmtHTn8LMfHKYmCeHpqU1UYRKXJd3Qq1h8E5JAKv,purple
51,1,Yhthogtha,The Unwaking One,"A monstrous great slumbering entity, said to be imprisoned underneath the ocean floor of the Gulf of Rhot. Legends say that he is so enormous that his breathing causes tidal waves, and that one day, roused by his servants, he will devour the world.",./final-sprites/muscle-calorie-lollipop-throat-fat-topic_norm_m1_OPT.gif,QmYSgDXhAWUCCDdKqtTbM32pnMx1VK9VEexjCxs67tLa4q,QmdzFKVVd4ywMwF2of3rJyZrm8RhTa2rj5BCgQmDJ3u1tS,QmeEeB1VJXG5QNAFjnBULzphQ78pDzfq6zetZ4QakR51vT,white
52,1,Bth’gth,The Hungering One,Said to be a colossal monstrosity with shapeless appendages which it uses to feed on any things in its reach. It is thought to be offsprung from Cchzshuai’s rage and pain when he was expelled from the realms of the gods.,./final-sprites/overflight-raisin-confectionery-pantsuit-hype-employee_norm_m1_OPT.gif,QmPruQdeQRzWyTSPQGbh8QaaNELudjfWstgvazTqHwc7vb,QmazfhhS8PrFCRxAoP5urjss2XSntBQVJKVXRnifM2FcbB,QmeR6w4n5SGBaFeokAwo6HPw3W1cB2unfmMvwrt2BQnFjc,yellow
53,1,Z’xulth,Lord of the Rotted Hill,"A gigantic five-headed hydra-like beast, with the heads of hyenas, jackals, vultures, eagles, and humans.",./final-sprites/appetiser-worry-jaguar-dew-connection-minnow_norm_m6_OPT.gif,Qmc67nLurJotN97ZJDznLWMjWXDtcj1KcBXzEbGR3SHaS1,QmWZyrbkgPDHaPrUjZ5jPdkRwe513NM96Y5Z5pcaYKBLGz,QmcD9FGu6KaNzbFi1pGRru6cjCdDSDi1f1MjV9fzKL6KLc,gray
54,1,Thrghöö-tüz,The Witch Mother,"A gigantic, blue, vampiric sorceress with bloody fangs and a forked tail. She is said to lead vast armies of evil creatures from her home in the Land of Shadows. She is one of Cach-lzshuai’s chief lieutenants, and has been feeding herself on his corpse since the Black Sun was destroyed.",./final-sprites/forum-elm-stylus-cannibal-pillow-sugar_norm_m1_OPT.gif,QmVtbiy1rV2K7D3MBCN11RpERLbXcx9oYupi8CsdVPGmkE,QmRSCKGWjapAsK5kpcvMgXzdn6WvjhrFHXMwvkvrjoMG7b,QmUXB7Vv8n96aQD2W6rPCBc3LDbCc3ViBK8LEQmrQPAYw4,blue
55,1,Gh’nag-gh’a,The Thing in the Depths,"A gigantic, gaping maw of flesh with many tentacles and mouths. It dwells in the depths of the Gulf of Rhot, along with C’zhur-Gh’ull-Lhaa.",./final-sprites/bellows-cradle-carnation-hake-definition-singer_norm_m5_OPT.gif,QmfTyZiVEDyeX7LQoEPkAyK3C8ag1Dq3ghtjaYtM2jhBot,QmQCbfUUsFLbJP2VMwEMbgP2NmJztCqc9NQwjamZXWR9P7,QmXRqnmrB5fdcVz3MCqe46r3yA9sQngvbG3PrzM7G7uofV,white
56,1,Ayth-Mee,Bride of the Veil,A shadowy humanoid with a feminine build and a veil-like hood over its head. Its face may be either hidden or featureless.,./final-sprites/baggie-lottery-buckle-cat-species-bench_norm_m7_OPT.gif,QmYeFfGuaBvZHwVFjgTTh6w7LAFnv2xRCJAdgKckdpWPnB,QmapxWPyFfNBWB8bNyvZahubiMBDAJdqdh1AukBAmuj8XH,QmRXqJ8y93RfMXo856iVu6HRJUJAHmz7adYdVkbM553CzD,brown
57,1,Yokai-Sehn,"The Great One in the East, Dragon of the East, the Eastern Divinity","A titanic entity which rules the East Empire, where it is seen as a benevolent spirit of structure and stability. It is one of the more reliable beings.",./final-sprites/fatigue-livestock-rehospitalization-tulip-snap-sailing_norm_m1_OPT.gif,QmRVKQokK5qRDS4Xz8XS5w36tiDeoe7yfxGKvejG2oiUC4,QmVgc7Em5wK7p3j4e1YKjE8HdkPFmoDB2WgQeRoqGcvP62,QmcijdKGHp9trQKjTQhmm83uZiPx7AW4hx6nwXa9unh3ac,brown
58,1,Gard’lian,A Green Eater of Souls,"A garden that eats humans by melting their souls into itself. It can only be killed if two people make love in the center of the garden, and they must be caught in the act by the Voice of the Garden.",./final-sprites/report-buying-crush-sportsman-reorganisation-carload_norm_m7_OPT.gif,QmWV7oFKJ7DZJ8GGY918YNqzoWMg9eAp49kTFns9gVdsJe,QmWyPyhzqxULjyBvqTm8GXbpqLpnXUuobKy2GHjFrU7UjY,QmSi9ArBKoYjmgLffDcbaAsxrdToJeoeeSFETmcMiT7RKh,blue
59,1,Yatha,Guardian of the Unholy Secret,"A gargantuan entity of living shadows encased in a mass of dancing, gibbering bodies. She guards the Temple of Ages and the knowledge of the Everlasting Things. The God of the Moon is her master.",./final-sprites/surplus-emitter-sediment-cenotaph-spectrum-legging_norm_m1_OPT.gif,QmQqQ8eUfiFqZj9g6HUSNRCDyz7XJm1TpPzzAyQPM9ZTxS,Qmez4Ge9XdJPWiKhxWQJ95TuXJEafQMru97g5oGUVXEF7y,QmPEYqNweBrr57yzgUhRe958DMLqxj1JqVeFBpKzm7fPxs,yellow
60,1,Cchzchhuai,The Tower of the Black Light,"A malevolent, black dragon. It is said that it can only be harmed by the sound of a single human voice, and that it comes from the farthest reaches of the universe. She has been imprisoned beneath the Gulf of Rhot for eons, and is the mother of Khakh.",./final-sprites/way-misreading-fender-prestige-artificer-behalf_clip_m1_OPT.gif,QmcLMvHTWhAKBMJgAJPH5wm9QoUxxSiQSFTg3o87Q1HHVd,QmVeYkEgjWs47zefSEzVUiqaBAYs6S9rRxECEn28iD6vwq,QmQ1b2RFw58o9F4QaNHscW55oREFfwYBkmXP7wSwricuUM,brown
61,1,Nghäsh-Zhah,Lord of the Great Cold,"A celestial entity described as 'an inverted mountain of a massive planet', whose breath is said to cause blizzards and snowstorms.",./final-sprites/paperback-relative-robin-manner-cursor-routine_clip_m0_OPT.gif,QmZAyku1x9Ror4YRQ3VShM65Xa1KzSnD8GVpvQZ2zukRZG,QmehBg1o7xipZiYaBZYwKbkbk75SNua1V8Y9wTi77xGW9A,QmQBF41QyasRTQnDqov2a6yM1Sfjy7BuPra8VnjSpdE3q1,blue
62,1,Ub-Zeeg,Goddess of the Earth’s Pain,"A colossal, four-legged entity covered in fissures and cracks like an old statue from which age has leached all wisdom. She does not speak and expresses herself only through her actions. She appeared after the shattering of the Etherial Barrier.",./final-sprites/nutmeg-folklore-skating-antecedent-land-chemotaxis_norm_m1_OPT.gif,QmYsSAi8nXUcaDzZy9PXrbeXhUHuD6sS5FbuHj2QfxbJDj,QmbnmrDooTGAAmuDCyn4RttZEHexFHdK7rsGMUTmeNNNyH,QmYg6zChCPmSfLn33ff7TLJwq8PViJR93Pe9CpRCPGniyZ,white
63,1,Qüghüd-hgn,A King in the Howling Night Sky,"Said to be a colossal entity which rules over the 'Black Stars', his servants. The stars are basically fragments of his substance which he sends throughout the universe.",./final-sprites/pheasant-minimalism-internet-fur-temper-anarchy_clip_m1_OPT.gif,QmSUkfreG5eCx4ZkTE1oREZPeMpFYEz56R51aAaQXuwxx7,QmWRf4nrxaAQPL2uJjG2mVLq7WxQvkLdTwSUvpD5UVgmmt,QmXB3zctcxJN4mnDmdi7ktCY1GE2Mmd7vKmd7uYeidWpnL,purple
64,1,Anu-avadh & Atharvadh,The Twin Princes of the Sun,"Conjoined brothers, one golden and one silver, who are masters of the sun and the moon. They are said to visit the realm of men every new year to impart their wisdom to the children.",./final-sprites/effort-monitoring-arm-rest-storm-scholar-opossum_clip_m7_OPT.gif,QmcsxNWsiv7BQwzJaNNxUKHuRReQXPSqe7S77SgQ9XFjX3,QmVKVfGgFDMPmaTm6rL6eH8GvG7bkUCWjM9dLAnKKmRZVR,QmUYKHmfroY7bE4FvoN5a59dweLV7vu5cLeopRgSQPhngC,yellow
65,1,Shudde-M’ell,"The Nameless Mist, The Vaster Dread","A colossal deity or a huge extraterrestrial entity which can burrow through anything and survives on radiation. It has massive claws, a four-legged shape, and is surrounded by a mist of golden yellow light.",./final-sprites/taste-hut-publicity-gem-gallery-hedge_norm_m5_OPT.gif,Qmdie6cc9st4vxCZn6Uc2M7QEcUnbh8nyqwX3xRP4GPadQ,QmXnRfXtBM3ooMnKMdo1fgzYsvdNjnX5R7hJzfGQyDxPXk,QmUGaxDSCiHKMesDJrWw5tzoeGtbwbUBaR3HvG69YoZhG6,white
66,1,Nulñg-Gth'yäh,The Lowest Worm,"A colossal worm-like god with an enormous, gaping mouth in its belly, a massive maw in the center of its body, and a cluster of eyes upon its forehead. It is the Lord of the Dreaming Stars and Lightning.",./final-sprites/grief-chow-karate-couch-knight-banjo_clip_m1_OPT.gif,QmR1mQjiZqnTrFPPu4LccuvQjR2Nkcpnqnob4qJ1KAn2HJ,QmX9SpU59ssNpdsq5xu2BWpmFV8Es6PBtmtAxeYGmyuwWn,QmcqDw6DatpKXBzgL9FG8fKxGBmoamiz2mN3kF1zBaRBKv,combo
67,1,Shoggti,Goddess of the Deed,A skeletal figure with green glowing eyes and a numerous collection of holes on her body. She is said to dwell somewhere in the Isthmus of Suez.,./final-sprites/fountain-bull-baker-embellishment-understatement-tattler_norm_m7_OPT.gif,QmUEt1LectLpKvgNnSycASpbzVdLxi5Na3dtWkHAuoAdPx,QmZ8UYjcN7e4ocZCW2xgBEwqpoQHYs6btAr7B96MHEBms8,QmZWSP5ZuMYc6zyU13JNqpCGWtgCzLFSfdCC3qib4eFCtd,gray
68,1,Tiawath,The Thing That Slumbers,"Another of the ancient gods, it is said to be able to transform itself into a cloud of rainbow mist, and its body is covered in eyes. It sleeps within a castle made from the remains of dead civilizations, locked away by the Etherial Gods.",./final-sprites/thickness-resale-builder-hatbox-doe-fondue_clip_m5_OPT.gif,QmeF1YKCtYb29oN3zULteWYMAAuK3gLfRSDi4qbUfMfZPj,QmU2QfpHiy8wZ1hX6Pc7QN5Y2gny5Bu1ZzXazYUN8SytNw,QmSzSLcnEZ9wv8MyBoLTz8YRdBnn5ZqZCW68PoDD54Bbea,rainbow
69,1,Malkuth,King of Arms,"An everyman deity worshipping weapons and armor instead of gods and idols. His followers can purchase the equipment of the dead for pennies, and send their souls",./final-sprites/lack-comfortable-lieu-concrete-registry-tissue_clip_m1_OPT.gif,QmY6VpVpEg5iCkyL4LarDaYttxe6kp6oErSaFPv7CBopfJ,QmX4MR45LB5DasmBRA9v3hqdZ1b1hfTvdwg9SnLTEFe5fQ,QmVwnryXQ6A6MubVeMUBrj7BAoqfQmb75cx5vDtiJRRCxP,green
70,1,Shi-Chäh-Ng,Shadow that Hides the Black Sun,"A colossal entity of living shadows, with two white eyes and a large mouth at the end of an immensely long neck. It hides the light of the Black Sun, which it inhabits. It is said to eclipse the entire sky when it awakens.",./final-sprites/airforce-bark-proposition-beauty-final-sash_norm_m1_OPT.gif,QmeGW8dZRGxxWodx8bK2rrUVCEGoTta2gHfeLXt8rvL6Xx,QmXzUyS5zqSWEGt7Ytp5EBRva5x3rJxfnMeJM8rFpQf3nY,QmTrUZTMqKmjnBG8Rqn6NLH6MyLHHZvMjnMn4jSjW9hL3s,brown
71,1,Rgh’nnag-thrhu,Dreamer Beneath the Ancient Oceans,A colossal snake-like entity with a gigantic head and a giant hole in its abdomen. It is said to have swallowed the sun in a past life.,./final-sprites/amount-consensus-gambling-pyramid-priority-chandelier_norm_m1_OPT.gif,QmWiyVBoJevZt4VrbGwjSP5GJ8KknfrGBYdZ6oyHBhrhvf,QmZKVirFwgWQnVer99Mses5f9BmXK54wSdkuPbK1xZeGNx,QmX8YJUNdXA2vzHgHPmjvqvK672c7c7Wu9b5mE2YPijrtz,brown
72,1,Ghisut,Sending of Six,"A gigantic, colossal, vaguely humanoid entity, with six long, segmented arms, and with a small mouth on its abdomen. Saying its name six times in six seconds is said to summon it to the caller.",./final-sprites/formicarium-adult-standard-proportion-presence-sombrero_clip_m1_OPT.gif,QmPYEfAdNQffg2S7v91kkVFn7gRD21hgt8SP9L7PnD9utS,QmZX5TtR2K6cBNbmspM4HZzbbxXpF28sMvr1jZHw25FQwf,QmSEY3GAsMWuA3mGqPktUs7EUtBFrtuFmMVXhoPDAS5Z1t,red
73,1,Zgrgl,The Rainbow Worm,"An immensely long worm with a huge, gaping mouth at one end, and multiple, heaving abdomens at the other end. Its skin is said to be rainbow-colored. It is capable of devouring the world and Ntánu Uryayar, the Burning Mountain, in one bite, and has been prophesied to do so by Huacas after the coming of the Fleet of Worlds.",./final-sprites/anchovy-gnat-wok-doctor-disdain-grub_clip_m1_OPT.gif,QmPyJTB3xrbf5iKdshuJWBubK1mBV4tgfDMnW4YjPbNY3s,QmT3uCQkUouYcvWq8dvzgumHeBgaX2uw2RzfYSv27f3LHE,QmT26v239X7hEVDvLdFe5Yz88dB1itjYMDZKXUQkPXLn8G,rainbow
74,1,Stfän,The One Who Says No,"Responsible for the rain of blood which fell upon the earth during the end of time, after the Black Sun’s collapse. Appears as a ghastly figure with a bulbous neck.",./final-sprites/antler-sound-parcel-amazement-skyline-aftershock_norm_m1_OPT.gif,QmYE8cYdsQkkJgGEmxHJDXDorUGdTPktHRGuy5r3oiDT9x,QmW9px6X6FevF9YhxN1Ld7L5PoWTmkETUGXo9DTz8MU53n,QmegUcVRc1dDM5zkhLzVF7UpLWF4Aae3vTP2NvjeJ8xbnF,rainbow
75,1,The Nameless,The Other Gods,A pantheon of gods said to have existed in the beginning of the universe. They are as yet unnamed.,./final-sprites/dragon-stripe-dungarees-listening-tonic-morning_clip_m1_OPT.gif,QmdqCZnpbzEBumVbV6wWnR2tuFNJSJCgrScHrmjoG5ncih,QmbNFreuizDidVfPz7c8DgGVE4JUhL58AqvHt133egPiZ2,QmPRX7iCBmeRZuyuUcSbzcT5fXEmcH33UaDMG5GCc4NBrG,yellow
76,1,Thnar’am,One Who Spins,"A gigantic, vaguely humanoid being made of flesh and blood, with a single glowing eye and a gaping maw filled with jagged teeth. It is said to breath otherworldly winds which shred the flesh of the living, and drown their victims in clouds of blood.",./final-sprites/bin-prejudice-pard-camper-pantologist-uniformity_norm_m1_OPT.gif,QmYwZGwrQFNAxRHKWowCC2SCwJhAxoQtZF73wzUS2KA6fZ,QmYZrQnwTiULQF751zeurVeDQDP5kvYjGsCPBCYX5jNcxS,QmeUTLhH3BZooHmySX1byv7AhG6BrQpid63PuEUL2uEqUs,brown
77,1,Kchhk-tïr,What Lurks Among the Trees,"A long, thin creature said to have a humanoid body with a mass of antlers at the top, and a serpentine head. It possesses many tendrils which it uses to ensnare and kill the unwary. If one is to cut them off, the tendrils will grow back stronger and angrier.",./final-sprites/bird-watcher-safari-explanation-panic-wave-misreading_clip_m1_OPT.gif,QmVkxG8XV6A2qafoy6w7NpbNp3tuWBRrrpvneviMA4P9qd,QmbMLVBzdrZJKL92NydvrXTz8th8UvKpxb5mTTKofxW8LR,QmbCmJrFRWSHbKWEw7U3EFaw1nK1zFxPCu79oKqxAzv8y7,brown
78,1,"Changri, the Devourer",The Old Forest,"A stretch of haunted, nightmarish forest with a mind of its own. It can spread anywhere it pleases, and has been responsible for the unnatural death of many explorers lured by its siren songs.",./final-sprites/blue-deformation-fantasy-confidentiality-vase-cross_clip_m0_OPT.gif,QmSJ65hgFYoFJkUuP7XqXzdwybXXDjNMhTKYwT2ZD1h4WG,QmeKfk3fosNm5uuqKcazbb44fAjsgsuUurEhTZXtW6mpc8,QmaEXTpr9gP3SrPpQcuGrXyiu7FFKMrNMKCCFV24XskjGt,brown
79,1,Nghth,Long Night's Terror,"A dread creature with a hound's body and a wolf's head, whose cry is said to bring madness. He is the leader of the Black Hounds, who come out at night to hunt for wandering souls.",./final-sprites/permission-afternoon-hound-viability-law-parade_clip_m1_OPT.gif,QmUiyZRqZBgnjz78JpMGqAVqK9A67K3kERXmdoALBnGBYx,QmUNARhyFkazeF3Yq47KfFJSs1gN4tDMwQsqSYeyPekaF4,QmXJjaKjgC2DeaauMdMKEwsgqpF9usxVCw3Ld27BKsFzK3,combo
80,1,Z'yü'khal,Sleeping God of the Caves,"A gigantic, monstrous being who appears as a deformed, white humanoid with one eye. He is said to be practicing some form of magic which causes an immense number of those who venture into the mountains into a state of waking death.",./final-sprites/caffeine-solvency-ignorant-signet-cyclone-sculpture_clip_m1_OPT.gif,QmQAJWiWfrDAAjNRT1WHCD4BFa3AcCVenfDDMk3bzzHnED,QmX5wnc4HGtLuuBMRk1ywgFY9YWNWZGMnpsSt5q4SeASEz,QmYenWjSR3935gJEdgMYF36q8KWQGigDmnY6v1cA8FohCw,rainbow
81,1,Yaogl-Na,God of Multiple Coughs,"A monstrous entity which appears to be a conglomeration of tiny black humanoids, one of them having four smaller and darker humanoids coming out of its back. It is said to appear as a bright star in the sky, which mortals may mistake for an omen of wealth and prosperity. In reality, it is a harbinger of misery and death.",./final-sprites/arch-trolley-factory-surge-suet-possession_norm_m1_OPT.gif,QmSQM42Fui1jZYwgujfAru5mbVGaLR8WLvSWGMfnn9eo1h,Qmcw9Ys83oBP6CUgh28VKHVB2jNDrAoLqq6pEnySdaD4BR,QmaiEneVy753o7yAJmZeUHUigqvvCaJPFq5NrVYrRC2zNK,yellow
82,1,Ghots’a,Wretched Daughter of the Black Sun,"A great black entity with countless eyes and mouths. She appears as a gigantic, blind, female humanoid. She led the Faullths in the destruction of humanity in the second World Shatter.",./final-sprites/challenge-acrylic-wrap-viewer-guitar-colonisation_norm_m7_OPT.gif,QmVkZyrMTuJY7Bnri1pyAEcSbekXvVr5UKDhy8UmDwyUZU,QmWicxbDDKQ4uV9ovY7Q9ui8TX7LGHjQXjVPqnN5AGSxcn,QmcwHwayCciKA7CMCAVg2YDFdfhfjV9q6G49Z1w18QwVVw,brown
83,1,Nüügh-gh’yh,"Watcher at the End of the World, Guardian of the Door to Oblivion","The vast face of an eyeless creature, said to be as large as a mountain. It is said to guard the end of the world, and to be placed there by the gods to prevent those who have died from ever escaping.",./final-sprites/cock-taxpayer-ale-space-porcupine-armadillo_norm_m7_OPT.gif,QmS8TPVbvEa5PgbW4wCVntYN4id39vKCZcq9zsVkf6j6tj,Qme3xomUsHbeBdp7n3XFuQRTcvFvMYi4zaTFaRWeVVxxfE,QmZTgc3w8oYWfZfdMvkPpB6vmwQnAMsXJB4Lk4toAeBfdf,gray
84,1,Bolindo,"Deceiver of the Gods, Lifter of the Veil","A giant entity with a female face, said to have been able to hide the stars in her eyes, and to have deceived the gods into taking their places at the Sea of Stars, forever watching over the world. She may not be a god at all, but an immensely powerful being of a higher order.",./final-sprites/shed-syndrome-endive-barometer-competence-circadian_clip_m1_OPT.gif,QmXuXkXyRP3kKaZA62htzbMc8ZXwqbBTLWwJGPE8DAQBat,QmXopmUCA5ehPqk8vFAZumJeRNQJUwE49dsRzLmKivW8Z2,QmYspKJwYaxbaMGMuR1ipaSsbbmJNsFzonc9iMo1siKkfi,brown
85,1,Nght-hru,The Day's Terror,"A white hag with a cat's head and four long arms, said to make men who gaze upon her fall into madness. She is the leader of the White Hounds, who hunt for wayward souls during the day.",./final-sprites/composer-supper-pupa-neonate-torso-assault_clip_m1_OPT.gif,QmVjpCp2Aiao9TEWRMP2wwMgPjru1A644Rtk931iGKgtUw,QmX7hEj4DiRKqLbrhJ55N5zunEpNEhJaPYda4yYxZWoTnD,QmVoVvXnTdfhCUwJ4Lvanq7ANuqVTdNW1hc9YvJaTXNRDb,brown
86,1,Quxoph,The Darkest Darkness,"Appearing as a huge dripping monstrosity. It is said to be the oldest entity, and the source of all other Great Old Ones. The night comes from its breath.",./final-sprites/consonant-lifestyle-plagiarism-song-testimony-customer_clip_m0_OPT.gif,QmbTPtP8hjjSYgZgygZfc2H6Uwd6SBoknLktcs2aHz1a8L,Qme8QVSzUYUBJn7wnbmCakDjy2kTqg8YnGx1mNfCUt1EzV,QmNTAe8UZqRLsxGhCjGyDHtSY6YceJf4uAnnQJ5HsgoBya,rainbow
87,1,Fhuvlrgh,God of Manic Depressives,"A gigantic, elongated entity with one gigantic eye and two long, hairy tendrils. It is described as being constantly screaming, and haunting the dreams of all who see it.",./final-sprites/creche-hydrolysis-pat-marines-cone-curio_norm_m1_OPT.gif,QmWekdXpiLHqgR99yRstwmdBe14MAR4r8d7BLkZAvWMEpV,QmUF8CFQ21XtsXoJSJN5foepB7AcEsWAQtPrvsbGXgY3qR,QmVArWY9j2Y5oXAYpV9PDmKkGe88dXy3X3m3Qeanh9fbvK,blue
88,1,Yrsthennth,The Dark Messiah,"Appears as a gigantic, dark humanoid figure with no other distinguishing features. He is said to have been imprisoned by the Inca gods, after they sealed him within the body of Ntánu Uryayar (translates to ""The Burning Mountain""). Huacas suggests that he has a link with the llama god Thiracocha.",./final-sprites/crocus-plume-home-junk-counselor-desire_clip_m1_OPT.gif,QmaMhJzN7v3D9kvvs3zPHFbeCDBqjTxPzDMkzZoLF7RqRt,QmWa5qJQ352wbhRrtNYcFWAUApBpAovnjLk8Bi4rYWjwGM,QmUNBy7tU9gXdZ8dVvfGJVJJvv4c2SKiJiKcDQHove49pN,red
89,1,Vlhaa-Thvna,Crushing Claw of the Desert Queen,"Said to be the gigantic  entity that inhabits the desert. Its appearance is that of a huge woman, robed in black, with immense claws and a pair of large wings. It is said that every 15 years, she appears in the night sky, lifting up whole cities into the air and crushing them before devouring those left.",./final-sprites/cymbal-pounding-thong-beating-daybed-stand_norm_m1_OPT.gif,QmNzsQ6pUMgGcXuVo8BSHhovVquMFvi4iSWqsrFSbyQXQb,QmcAtW1E8iWjfnNZyYGHE6HeqE99j5i78Jq6B8jDFgonLg,QmfDKu11wmF6gEmAicze8inL4DMkEfThcvm2UUtc3cAzkX,brown
90,1,Gh'gra'glth,Corrupter of Chance,"A mysterious dark doppelganger who can manipulate luck and chance. Sometimes only a cautionary tale at the poker table, but the increasing disappearances of high-profile gamblers suggests otherwise.",./final-sprites/deliberation-phenotype-enactment-election-inspector-almond_clip_m1_OPT.gif,QmR5nGp8Ph9iiUJoL587njq8gKqExgDwF5SWyWXQG9vUBV,QmYg6swAxt6psQX5SmAgaVemfvETsb9Wu8VXt5XWCf26Ui,Qmdhkf78xNhcCi9AarHgwnnF3rKjXk8zHSfaJPnmgQ11gV,yellow
91,1,Mmlr’gnth,The Clear Mountain,"A gigantic white, crystalline entity made from the bones of giants. It takes the frozen breath of those it captures, and it shapes them into statues to spread its influence across the world.",./final-sprites/disruption-hardening-appetiser-load-gazebo-saloon_norm_m1_OPT.gif,QmcnEfJH6dqAa5GbSuvtzD7uxxwpikj2qUPicQuAFCiewX,QmNdP8KNrXVRdtP5Jdm3fwVVQFtm7wH9aYY36CFx3qsJje,QmUDT7MqQAUcVV68Gte9zKm3a85hVjgt2ZagY5CDW6kgYC,rainbow
92,1,Täorzgätä,Churning Prisoner of the Deep,"A gigantic, humanoid figure with many arms and a wide mouth down the center of its body. It dwells in the Abyss of Woe, along with other prisoners.",./final-sprites/down-advent-overcharge-salute-organisation-millet_norm_m6_OPT.gif,QmNNn1kKdENxx4pJ6Xu26rn19ETvLpunguwvkwzuvHd6tn,Qme1mtEiAypt4vRKno6Dp12EtPVkFUXnc2schkfAX3e84E,QmUicCBSDQDwCJd2R299DB3wAnE3X7FMzkgsxHQAEm2MU1,yellow
93,1,Zhüthä,Chariot of G’yathnä,"A living vehicle, ridden by G’yathnä when she appears before humankind. Appears as a writhing mass of leaves and ice with two thin wings.",./final-sprites/dragon-panties-dragonfruit-farming-evaporation-underweight_norm_m1_OPT.gif,QmbsJ5wG5tjcSTTFNFqhC2dpMN2tkoRD72HdwqHZNRhhrn,QmZc58nfjXipufYhZtkNNMyWCmLvhQ5kQmKXJZt8PYgXAd,QmUT675DGFWXSmHarCq5mjvQRUGyoW8C6GM3DXJ7JHjFZF,white
94,1,Ntánu Uryayar,The Burning Mountain,"A huge ogre of flame and magma that lies dormant within the Andes, under the Gulf of Rhot. He is said to be Yrsthennth's (translates to 'The Dark Messiah') jailer and boasts enormous strength.",./final-sprites/cave-object-human-badge-wire-bench_clip_m1_OPT.gif,QmNvAo6QiZ9nd1KHPZkyygQkdZEAzhA31EUuCQE7qjJAXJ,QmXwX1D4m1AxzJwqeiprWuAyaE2HZSqp6mo3vApqsZ7thR,QmcjUXpf1GTXrXMNGsorBSEipemS5wcPqTnN54knrySBtU,purple
95,1,Tlachia,Bride of the Sun,"A woman said to have once been the leader of the church of Cchzchchhaa, but to have been torn apart and devoured by the World Serpent. Her shade lives on within the Black Sun, and she is said to be able to speak with Cchzchchhaa. She is attended by two enormous azure serpents.",./final-sprites/drag-shaker-feng-inflammation-sari-opposition_norm_m1_OPT.gif,QmZznkiMgb6m399NCveRQEgmQrjKaTJPHMRoq1bNuGrwpE,QmWA8nwR9SAAAuB8cQRL4JRjAtYHXsbabFtEe14G5FyRK2,QmZEYryqwjvJaoGNJnQ7xuuEtQqRDkCt3TuLTEpdguVLbv,rainbow
96,1,Igäthäbthäth,The Bled One,"A gigantic, pale humanoid with four long fingers on each hand. He is thought to be made not of flesh, but of only blood and bone.",./final-sprites/earmuffs-physical-tradition-conspirator-ornament-father-in-law_clip_m0_OPT.gif,QmW4jrxx7gmRGHyCXmB7z3SnMV7ZLpGj136zTwF7LhtxrU,QmdF6zDCSoqgUMCca8SEm3iwos1URb2MgRhvRMuNwgwmKd,QmdX69iFC1Zdm8vS2zVKWMoH3LDX39mcWfk1aciftFgWRS,brown
97,1,Stari’bla,The Black Sun,"A sentient star with no light, said to exist within the deepest part of the universe. Within the Blind Star is the realm of Cchzchchhaa, the World Dragon.",./final-sprites/experience-funding-brochure-foxglove-eraser-hunter_clip_m1_OPT.gif,QmQQzt19XSFRsUuKnGUVCHGYudSuVUuTNBH4mJXhCgg7oj,QmQKyZiUPBcHBYeQZE2f5cn7vgNrRSyPYyZ4vWT6DJJbkN,Qme84qjhq5YZpmB9wpopzdRbmEhnRETZLddpuZGNuNtgRH,purple
98,1,Ngzh'ghurra,Owl of Death,"A gigantic, black bird with a skull-like face and a single golden eye. It has a sharp beak and a pair of massive wings. Said to have killed more people than any other god or entity in the Unnamed Lands.",./final-sprites/exposition-cofactor-resort-procurement-minority-fragrance_clip_m1_OPT.gif,QmSGEGA6NkSkeU9d865ZUvBtJGaic9NdyWDnPwqv254vtg,QmaAhrLXjaevBjLNQZhqzze7gwgEz8nHz6gw9sCT7Foyhh,QmeoqAn1pEwJ92UUDanfEdiSzerRDh4XtNx4WY6iUqU4od,blue
99,1,Dluthos,Magic's First Master,"A powerful wizard who is said to have been born from the corpse of another wizard, and to have killed the World Dragon in a previous world-ending cataclysm. He was then killed by Ornan Unsca, who mutilated his corpse and attached it to a brooding cairn.",./final-sprites/leaker-user-advertisement-deputy-climate-communist_clip_m1_OPT.gif,QmRicVJVuaFixVJWbdKNG1ZQWoqtxi3gcWoJfw3GkBD1QV,QmeFcFDsU9z5N97NTU5tVvKEA9kdRRY7Yn8rnP94WKf3Q9,QmZ8pBmRFdpgEzDapVD178TFkMVmKRfD3L8T5vNtm3amas,brown
